"","1","2","3","4","5","6","ID","city","buffer","7","8","total","grey","green","blue"
"290",190,1,80,0,113,0,"LG_AlHx5","LG","Buffer100",0,0,384,190,194,0
"291",341,0,18,0,34,0,"LG_AlHx3","LG","Buffer100",0,0,393,341,52,0
"292",361,0,4,0,24,0,"LG_AlHx1","LG","Buffer100",0,0,389,361,28,0
"293",199,2,105,0,81,0,"LG_AlHx2","LG","Buffer100",0,0,387,199,188,0
"294",139,3,91,0,268,0,"LG_AlLx1","LG","Buffer100",0,0,501,139,362,0
"295",157,3,129,1,109,0,"LG_AlLx5","LG","Buffer100",0,0,399,157,242,0
"296",84,7,91,0,214,0,"LG_AlLx3","LG","Buffer100",0,0,396,84,312,0
"297",186,2,175,0,67,4,"LG_AlLx4","LG","Buffer100",0,0,434,190,244,0
"298",157,11,41,0,185,0,"LG_AlLx6","LG","Buffer100",0,0,394,157,237,0
"299",116,18,23,0,316,0,"LG_GaLL1","LG","Buffer100",0,0,473,116,357,0
"300",491,7,126,0,224,0,"LH_EsHH1","LG","Buffer100",0,0,848,491,357,0
"301",1769,63,377,1,1015,2,"LG_EsLL2","LG","Buffer200",0,0,3227,1771,1456,0
"302",1827,5,75,0,134,3,"LG_PaHL1","LG","Buffer200",0,0,2044,1830,214,0
"303",1484,4,86,3,156,7,"LG_EsHL2","LG","Buffer200",0,0,1740,1491,249,0
"304",762,43,160,0,1224,0,"LG_PaLH2","LG","Buffer200",0,0,2189,762,1427,0
"305",635,37,553,0,1097,0,"LG_PaLL1","LG","Buffer200",2,0,2324,635,1687,2
"306",2634,28,445,0,393,42,"LG_PaHH1","LG","Buffer200",1913,3,5458,2676,869,1913
"307",1138,67,628,1,831,16,"LG_PaLL3","LG","Buffer200",0,0,2681,1154,1527,0
"308",501,56,265,0,1196,7,"LG_PaLL2","LG","Buffer200",0,0,2025,508,1517,0
"309",794,332,1105,1,128,45,"LG_PaLH3","LG","Buffer200",37,1,2443,839,1567,37
"310",1410,9,327,5,396,1,"LG_PaHL3","LG","Buffer200",0,0,2148,1411,737,0
"311",1581,21,122,0,171,14,"LG_PaHL2","LG","Buffer200",0,0,1909,1595,314,0
"312",1504,4,142,0,168,2,"LG_EsHH2","LG","Buffer200",0,0,1820,1506,314,0
"313",1827,15,61,0,189,15,"LG_EsHL1","LG","Buffer200",0,0,2107,1842,265,0
"314",662,37,462,0,1074,7,"LG_EsLH1","LG","Buffer200",0,0,2242,669,1573,0
"315",636,17,642,11,677,26,"LG_EsLH2","LG","Buffer200",0,0,2009,662,1347,0
"316",675,18,573,4,468,19,"LG_EsLH3","LG","Buffer200",0,0,1757,694,1063,0
"317",1018,147,563,0,869,14,"LG_PaLH1","LG","Buffer200",0,0,2611,1032,1579,0
"318",1277,24,490,14,418,16,"LG_PaHH3","LG","Buffer200",0,0,2239,1293,946,0
"319",650,198,411,1,691,2,"LG_RuLx5","LG","Buffer200",0,0,1953,652,1301,0
"320",740,169,512,0,715,10,"LG_RuLx3","LG","Buffer200",0,0,2146,750,1396,0
"321",885,68,430,2,667,15,"LG_RuLx2","LG","Buffer200",0,0,2067,900,1167,0
"322",551,34,123,0,1029,0,"LG_RuLx1","LG","Buffer200",0,0,1737,551,1186,0
"323",1523,14,138,0,262,8,"LG_RuHx5","LG","Buffer200",0,0,1945,1531,414,0
"324",865,115,421,4,366,6,"LG_RuHx3","LG","Buffer200",0,0,1777,871,906,0
"325",1531,22,68,0,171,15,"LG_RuHx2","LG","Buffer200",0,0,1807,1546,261,0
"326",1227,15,170,0,244,2,"LG_RuHx1","LG","Buffer200",0,0,1658,1229,429,0
"327",1275,8,131,0,120,1,"LG_GaHH1","LG","Buffer200",0,0,1535,1276,259,0
"328",1074,14,103,1,374,1,"LG_GaHH2","LG","Buffer200",0,0,1567,1075,492,0
"329",1453,11,26,0,99,3,"LG_GaHH3","LG","Buffer200",0,0,1592,1456,136,0
"330",1372,3,65,0,170,2,"LG_GaHL1","LG","Buffer200",0,0,1612,1374,238,0
"331",1099,9,209,0,226,2,"LG_GaHL2","LG","Buffer200",0,0,1545,1101,444,0
"332",1488,3,42,1,79,0,"LG_GaHL3","LG","Buffer200",0,0,1613,1488,125,0
"333",772,11,506,1,327,1,"LG_GaLH1","LG","Buffer200",0,0,1618,773,845,0
"334",477,21,738,4,348,3,"LG_GaLH2","LG","Buffer200",0,0,1591,480,1111,0
"335",695,16,387,5,518,4,"LG_GaLH3","LG","Buffer200",0,1,1626,699,927,0
"336",698,18,287,0,562,2,"LG_GaLL2","LG","Buffer200",0,0,1567,700,867,0
"337",1289,117,244,0,559,16,"LG_PaHH2","LG","Buffer200",0,0,2225,1305,920,0
"338",913,163,489,2,506,7,"LG_RuLx6","LG","Buffer200",0,0,2080,920,1160,0
"339",1469,7,20,0,69,0,"LG_RuHx4","LG","Buffer200",0,0,1565,1469,96,0
"340",421,47,619,0,660,3,"LG_RuLx4","LG","Buffer200",0,0,1750,424,1326,0
"341",747,9,382,4,677,0,"LG_RuHx6","LG","Buffer200",0,0,1819,747,1072,0
"342",465,8,510,0,604,4,"LG_GaLL3","LG","Buffer200",2,0,1593,469,1122,2
"343",1566,10,56,0,68,5,"LG_EsHL3","LG","Buffer200",0,0,1705,1571,134,0
"344",622,36,464,2,726,0,"LG_EsLL1","LG","Buffer200",0,0,1850,622,1228,0
"345",1043,13,231,2,487,11,"LG_EsHH3","LG","Buffer200",0,0,1787,1054,733,0
"346",1319,10,311,1,570,0,"LG_EsLL3","LG","Buffer200",0,0,2211,1319,892,0
"347",543,117,207,0,720,0,"LG_AlLx2","LG","Buffer200",0,0,1587,543,1044,0
"348",785,185,357,0,43,35,"LG_AlHx4","LG","Buffer200",8,0,1413,820,585,8
"349",1284,8,99,0,184,0,"LG_AlHx6","LG","Buffer200",0,0,1575,1284,291,0
"350",807,8,181,0,409,0,"LG_AlHx5","LG","Buffer200",0,0,1405,807,598,0
"351",1148,3,116,0,150,0,"LG_AlHx3","LG","Buffer200",0,0,1417,1148,269,0
"352",1271,10,27,0,103,1,"LG_AlHx1","LG","Buffer200",0,0,1412,1272,140,0
"353",766,8,313,5,332,1,"LG_AlHx2","LG","Buffer200",0,0,1425,767,658,0
"354",804,8,240,1,568,0,"LG_AlLx1","LG","Buffer200",0,0,1621,804,817,0
"355",470,12,558,2,381,0,"LG_AlLx5","LG","Buffer200",0,0,1423,470,953,0
"356",394,24,501,0,499,0,"LG_AlLx3","LG","Buffer200",0,0,1418,394,1024,0
"357",674,25,523,0,258,9,"LG_AlLx4","LG","Buffer200",0,0,1489,683,806,0
"358",618,35,232,1,530,0,"LG_AlLx6","LG","Buffer200",0,0,1416,618,798,0
"359",380,56,234,0,898,1,"LG_GaLL1","LG","Buffer200",0,0,1569,381,1188,0
"360",1584,9,168,1,445,2,"LH_EsHH1","LG","Buffer200",0,0,2209,1586,623,0
"361",3921,168,1454,3,3032,14,"LG_EsLL2","LG","Buffer400",3,0,8595,3935,4657,3
"362",5507,17,368,1,625,6,"LG_PaHL1","LG","Buffer400",0,0,6524,5513,1011,0
"363",3653,34,879,24,686,55,"LG_EsHL2","LG","Buffer400",646,2,5979,3708,1625,646
"364",1761,154,1350,1,3516,6,"LG_PaLH2","LG","Buffer400",0,0,6788,1767,5021,0
"365",1369,123,2513,0,3023,14,"LG_PaLL1","LG","Buffer400",5,0,7047,1383,5659,5
"366",5930,44,498,1,492,64,"LG_PaHH1","LG","Buffer400",5341,5,12375,5994,1040,5341
"367",3619,175,1315,5,1606,32,"LG_PaLL3","LG","Buffer400",896,3,7651,3651,3104,896
"368",1663,169,1152,3,3506,15,"LG_PaLL2","LG","Buffer400",0,0,6508,1678,4830,0
"369",2042,756,3148,2,239,88,"LG_PaLH3","LG","Buffer400",957,2,7234,2130,4147,957
"370",4277,52,982,21,1348,30,"LG_PaHL3","LG","Buffer400",0,0,6710,4307,2403,0
"371",5548,41,232,0,448,17,"LG_PaHL2","LG","Buffer400",0,0,6286,5565,721,0
"372",4686,17,528,0,878,3,"LG_EsHH2","LG","Buffer400",0,0,6112,4689,1423,0
"373",5300,56,482,4,802,18,"LG_EsHL1","LG","Buffer400",0,0,6662,5318,1344,0
"374",2299,89,1564,2,2922,10,"LG_EsLH1","LG","Buffer400",0,0,6886,2309,4577,0
"375",2375,52,2204,14,1769,56,"LG_EsLH2","LG","Buffer400",0,1,6471,2431,4040,0
"376",1322,58,3357,8,1212,53,"LG_EsLH3","LG","Buffer400",1,0,6011,1375,4635,1
"377",2367,450,2091,7,2575,46,"LG_PaLH1","LG","Buffer400",0,0,7536,2413,5123,0
"378",3881,62,1546,38,1328,41,"LG_PaHH3","LG","Buffer400",0,0,6896,3922,2974,0
"379",2339,629,1143,5,2233,17,"LG_RuLx5","LG","Buffer400",0,0,6366,2356,4010,0
"380",2609,298,1726,3,2036,43,"LG_RuLx3","LG","Buffer400",0,0,6715,2652,4063,0
"381",2753,191,1327,6,1502,27,"LG_RuLx2","LG","Buffer400",791,2,6599,2780,3028,791
"382",1382,117,1540,2,2924,2,"LG_RuLx1","LG","Buffer400",0,0,5967,1384,4583,0
"383",4731,42,591,1,982,8,"LG_RuHx5","LG","Buffer400",0,0,6355,4739,1616,0
"384",2776,380,1462,8,1260,12,"LG_RuHx3","LG","Buffer400",152,1,6051,2788,3111,152
"385",5258,42,271,0,505,17,"LG_RuHx2","LG","Buffer400",0,0,6093,5275,818,0
"386",3969,82,586,0,1167,8,"LG_RuHx1","LG","Buffer400",0,0,5812,3977,1835,0
"387",3673,81,581,1,1223,12,"LG_GaHH1","LG","Buffer400",0,0,5571,3685,1886,0
"388",3520,63,407,1,1648,3,"LG_GaHH2","LG","Buffer400",0,0,5642,3523,2119,0
"389",4822,46,260,2,518,17,"LG_GaHH3","LG","Buffer400",0,0,5665,4839,826,0
"390",4454,19,470,0,770,3,"LG_GaHL1","LG","Buffer400",0,0,5716,4457,1259,0
"391",3379,59,1008,0,1149,9,"LG_GaHL2","LG","Buffer400",0,0,5604,3388,2216,0
"392",4749,37,330,13,459,46,"LG_GaHL3","LG","Buffer400",93,2,5729,4795,841,93
"393",2649,87,1020,2,1973,4,"LG_GaLH1","LG","Buffer400",0,0,5735,2653,3082,0
"394",1217,57,2902,7,1477,21,"LG_GaLH2","LG","Buffer400",0,0,5681,1238,4443,0
"395",1762,43,2100,14,1788,32,"LG_GaLH3","LG","Buffer400",15,1,5755,1794,3946,15
"396",1530,68,1768,16,2237,21,"LG_GaLL2","LG","Buffer400",0,0,5640,1551,4089,0
"397",4746,193,537,0,1363,27,"LG_PaHH2","LG","Buffer400",0,0,6866,4773,2093,0
"398",3103,459,1529,6,1536,17,"LG_RuLx6","LG","Buffer400",0,0,6650,3120,3530,0
"399",4824,43,172,3,368,44,"LG_RuHx4","LG","Buffer400",181,0,5635,4868,586,181
"400",2054,177,1824,3,1900,21,"LG_RuLx4","LG","Buffer400",0,0,5979,2075,3904,0
"401",3402,40,1000,13,1673,3,"LG_RuHx6","LG","Buffer400",0,0,6131,3405,2726,0
"402",1100,30,2883,1,1660,9,"LG_GaLL3","LG","Buffer400",4,1,5688,1109,4575,4
"403",4969,67,300,1,542,26,"LG_EsHL3","LG","Buffer400",0,0,5905,4995,910,0
"404",1744,89,1707,10,2596,5,"LG_EsLL1","LG","Buffer400",0,0,6151,1749,4402,0
"405",3191,53,1034,2,1755,13,"LG_EsHH3","LG","Buffer400",0,0,6048,3204,2844,0
"406",4264,123,792,4,1617,21,"LG_EsLL3","LG","Buffer400",0,0,6821,4285,2536,0
"407",1565,604,1239,7,2243,4,"LG_AlLx2","LG","Buffer400",0,0,5662,1569,4093,0
"408",2336,639,1251,1,182,80,"LG_AlHx4","LG","Buffer400",874,2,5365,2416,2075,874
"409",4183,38,535,1,888,8,"LG_AlHx6","LG","Buffer400",0,0,5653,4191,1462,0
"410",3067,24,758,0,1470,4,"LG_AlHx5","LG","Buffer400",0,0,5323,3071,2252,0
"411",4082,14,437,0,815,2,"LG_AlHx3","LG","Buffer400",0,0,5350,4084,1266,0
"412",4158,45,324,4,793,14,"LG_AlHx1","LG","Buffer400",0,0,5338,4172,1166,0
"413",3045,47,1044,22,1181,21,"LG_AlHx2","LG","Buffer400",0,0,5360,3066,2294,0
"414",3438,53,763,4,1476,10,"LG_AlLx1","LG","Buffer400",0,0,5744,3448,2296,0
"415",1697,47,2184,15,1390,19,"LG_AlLx5","LG","Buffer400",4,1,5357,1716,3637,4
"416",1904,202,1397,1,1828,21,"LG_AlLx3","LG","Buffer400",0,0,5353,1925,3428,0
"417",2439,199,1352,0,1463,41,"LG_AlLx4","LG","Buffer400",0,0,5494,2480,3014,0
"418",2069,133,1241,3,1878,11,"LG_AlLx6","LG","Buffer400",5,0,5340,2080,3255,5
"419",1355,199,1258,0,2825,7,"LG_GaLL1","LG","Buffer400",0,0,5644,1362,4282,0
"420",4813,28,660,1,1306,11,"LH_EsHH1","LG","Buffer400",0,0,6819,4824,1995,0
"421",404,14,87,0,337,0,"LG_EsLL2","LG","Buffer50",0,0,842,404,438,0
"422",254,1,50,0,31,0,"LG_PaHL1","LG","Buffer50",0,0,336,254,82,0
"423",207,0,4,0,1,0,"LG_EsHL2","LG","Buffer50",0,0,212,207,5,0
"424",141,16,12,0,217,0,"LG_PaLH2","LG","Buffer50",0,0,386,141,245,0
"425",133,7,92,0,197,0,"LG_PaLL1","LG","Buffer50",0,0,429,133,296,0
"426",151,11,161,0,279,6,"LG_PaLL3","LG","Buffer50",0,0,608,157,451,0
"427",100,11,45,0,158,5,"LG_PaLL2","LG","Buffer50",0,0,319,105,214,0
"428",108,123,192,0,68,1,"LG_PaLH3","LG","Buffer50",4,0,496,109,383,4
"429",247,2,30,0,87,1,"LG_PaHL3","LG","Buffer50",0,0,367,248,119,0
"430",188,7,42,0,45,0,"LG_PaHL2","LG","Buffer50",0,0,282,188,94,0
"431",195,0,27,0,22,0,"LG_EsHH2","LG","Buffer50",0,0,244,195,49,0
"432",278,4,7,0,64,1,"LG_EsHL1","LG","Buffer50",0,0,354,279,75,0
"433",67,7,78,0,268,0,"LG_EsLH1","LG","Buffer50",0,0,420,67,353,0
"434",140,4,81,4,86,0,"LG_EsLH2","LG","Buffer50",0,0,315,140,175,0
"435",73,1,58,0,91,0,"LG_EsLH3","LG","Buffer50",0,0,223,73,150,0
"436",186,3,110,1,100,0,"LG_PaHH3","LG","Buffer50",0,0,400,186,214,0
"437",55,87,12,0,140,1,"LG_RuLx5","LG","Buffer50",0,0,295,56,239,0
"438",72,67,19,0,201,2,"LG_RuLx3","LG","Buffer50",0,0,361,74,287,0
"439",98,17,79,0,119,10,"LG_RuLx2","LG","Buffer50",0,0,323,108,215,0
"440",48,8,16,0,145,0,"LG_RuLx1","LG","Buffer50",0,0,217,48,169,0
"441",166,7,9,0,104,0,"LG_RuHx5","LG","Buffer50",0,0,286,166,120,0
"442",126,12,28,1,51,3,"LG_RuHx3","LG","Buffer50",0,0,221,129,92,0
"443",221,6,0,0,9,4,"LG_RuHx2","LG","Buffer50",0,0,240,225,15,0
"444",157,6,4,0,31,0,"LG_RuHx1","LG","Buffer50",0,0,198,157,41,0
"445",143,0,4,0,7,0,"LG_GaHH1","LG","Buffer50",0,0,154,143,11,0
"446",108,0,13,1,43,0,"LG_GaHH2","LG","Buffer50",0,0,165,108,57,0
"447",158,0,1,0,14,0,"LG_GaHH3","LG","Buffer50",0,0,173,158,15,0
"448",171,0,6,0,2,0,"LG_GaHL1","LG","Buffer50",0,0,179,171,8,0
"449",97,0,36,0,17,0,"LG_GaHL2","LG","Buffer50",0,0,150,97,53,0
"450",160,0,5,0,11,0,"LG_GaHL3","LG","Buffer50",0,0,176,160,16,0
"451",109,0,24,1,50,0,"LG_GaLH1","LG","Buffer50",0,0,184,109,75,0
"452",72,2,56,1,42,1,"LG_GaLH2","LG","Buffer50",0,0,174,73,101,0
"453",96,1,28,0,61,0,"LG_GaLH3","LG","Buffer50",0,0,186,96,90,0
"454",50,2,16,0,95,0,"LG_GaLL2","LG","Buffer50",0,0,163,50,113,0
"455",166,8,128,0,94,0,"LG_PaHH2","LG","Buffer50",0,0,396,166,230,0
"456",84,21,66,0,130,0,"LG_RuLx6","LG","Buffer50",0,0,301,84,217,0
"457",133,1,7,0,17,0,"LG_RuHx4","LG","Buffer50",0,0,158,133,25,0
"458",12,3,147,0,66,0,"LG_RuLx4","LG","Buffer50",0,0,228,12,216,0
"459",115,2,55,1,71,0,"LG_RuHx6","LG","Buffer50",0,0,244,115,129,0
"460",104,0,6,0,60,0,"LG_GaLL3","LG","Buffer50",0,0,170,104,66,0
"461",194,0,10,0,4,0,"LG_EsHL3","LG","Buffer50",0,0,208,194,14,0
"462",108,3,45,1,106,0,"LG_EsLL1","LG","Buffer50",0,0,263,108,155,0
"463",145,2,14,0,76,1,"LG_EsHH3","LG","Buffer50",0,0,238,146,92,0
"464",191,3,13,0,189,0,"LG_EsLL3","LG","Buffer50",0,0,396,191,205,0
"465",68,16,8,0,79,0,"LG_AlLx2","LG","Buffer50",0,0,171,68,103,0
"466",66,32,7,0,0,7,"LG_AlHx4","LG","Buffer50",0,0,112,73,39,0
"467",107,6,7,0,45,0,"LG_AlHx6","LG","Buffer50",0,0,165,107,58,0
"468",53,0,12,0,47,0,"LG_AlHx5","LG","Buffer50",0,0,112,53,59,0
"469",107,0,5,0,4,0,"LG_AlHx3","LG","Buffer50",0,0,116,107,9,0
"470",95,0,3,0,16,0,"LG_AlHx1","LG","Buffer50",0,0,114,95,19,0
"471",54,1,26,0,32,0,"LG_AlHx2","LG","Buffer50",0,0,113,54,59,0
"472",31,1,36,0,109,0,"LG_AlLx1","LG","Buffer50",0,0,177,31,146,0
"473",23,0,64,0,33,0,"LG_AlLx5","LG","Buffer50",0,0,120,23,97,0
"474",16,4,5,0,95,0,"LG_AlLx3","LG","Buffer50",0,0,120,16,104,0
"475",64,1,27,0,47,1,"LG_AlLx4","LG","Buffer50",0,0,140,65,75,0
"476",47,8,6,0,59,0,"LG_AlLx6","LG","Buffer50",0,0,120,47,73,0
"477",33,0,1,0,127,0,"LG_GaLL1","LG","Buffer50",0,0,161,33,128,0
"478",222,4,91,0,85,0,"LH_EsHH1","LG","Buffer50",0,0,402,222,180,0
"479",123,1,0,0,22,0,"LG_AlHx7","LG","Buffer50",0,0,146,123,23,0
"480",744,18,406,0,296,18,"LG_PaHH1","LG","Buffer50",319,2,1803,762,722,319
"481",792,4,114,0,73,0,"ZH_PaHL3","ZH","Buffer100",0,0,983,792,191,0
"482",877,6,173,0,108,0,"ZH_PaHL1","ZH","Buffer100",0,0,1164,877,287,0
"483",421,57,353,1,381,0,"ZH_PaLL1","ZH","Buffer100",0,0,1213,421,792,0
"484",924,14,22,0,43,3,"ZH_PaHH2","ZH","Buffer100",0,0,1006,927,79,0
"485",496,0,27,0,0,0,"ZH_PaHL2","ZH","Buffer100",0,0,523,496,27,0
"486",449,0,85,0,85,0,"ZH_PaLL2","ZH","Buffer100",0,0,619,449,170,0
"487",828,3,243,0,27,0,"ZH_PaHH1","ZH","Buffer100",0,0,1101,828,273,0
"488",457,6,364,0,68,0,"ZH_PaLH1","ZH","Buffer100",0,0,895,457,438,0
"489",602,9,13,0,135,0,"ZH_PaHH3","ZH","Buffer100",0,0,759,602,157,0
"490",430,10,555,0,535,0,"ZH_PaLL3","ZH","Buffer100",0,0,1530,430,1100,0
"491",717,25,404,1,227,2,"ZH_PaLH3","ZH","Buffer100",0,0,1376,719,657,0
"492",990,80,390,0,710,0,"ZH_EsHL1","ZH","Buffer100",2,0,2172,990,1180,2
"493",802,1,30,0,57,0,"ZH_EsHH1","ZH","Buffer100",0,0,890,802,88,0
"494",685,117,133,0,314,2,"ZH_EsHL2","ZH","Buffer100",0,0,1251,687,564,0
"495",173,19,337,1,230,0,"ZH_EsLH1","ZH","Buffer100",0,0,760,173,587,0
"496",592,100,372,3,866,3,"ZH_EsLH3","ZH","Buffer100",0,0,1936,595,1341,0
"497",734,21,118,0,88,0,"ZH_EsHH2","ZH","Buffer100",0,0,961,734,227,0
"498",537,22,200,0,144,0,"ZH_EsLL3","ZH","Buffer100",0,0,903,537,366,0
"499",362,14,401,0,271,2,"ZH_EsLL2","ZH","Buffer100",6,0,1056,364,686,6
"500",575,16,177,0,185,0,"ZH_EsLL1","ZH","Buffer100",1,0,954,575,378,1
"501",481,0,131,0,45,0,"ZH_EsHH3","ZH","Buffer100",0,0,657,481,176,0
"502",244,12,223,0,132,0,"Zh_RuLx3","ZH","Buffer100",134,0,745,244,367,134
"503",178,1,182,0,46,0,"ZH_RuHx4","ZH","Buffer100",0,0,407,178,229,0
"504",474,12,244,1,207,0,"Zh_RuLx4","ZH","Buffer100",0,0,938,474,464,0
"505",407,4,81,0,31,0,"ZH_RuLx2","ZH","Buffer100",0,0,523,407,116,0
"506",499,5,5,0,14,0,"ZH_RuHx6","ZH","Buffer100",0,0,523,499,24,0
"507",185,21,72,0,175,0,"ZH_RuLx6","ZH","Buffer100",115,0,568,185,268,115
"508",884,199,301,0,325,15,"ZH_RuHx1","ZH","Buffer100",9,0,1733,899,825,9
"509",311,2,80,0,15,0,"ZH_RuLx1","ZH","Buffer100",0,0,408,311,97,0
"510",222,21,208,1,55,0,"ZH_RuLx4","ZH","Buffer100",0,0,507,222,285,0
"511",613,1,3,0,12,0,"ZH_RuHx2","ZH","Buffer100",0,0,629,613,16,0
"512",405,4,29,0,124,0,"ZH_RuHx3","ZH","Buffer100",0,0,562,405,157,0
"513",705,69,17,0,72,6,"ZH_RuHx5","ZH","Buffer100",0,0,869,711,158,0
"514",487,0,12,0,8,0,"ZH_EsHL3","ZH","Buffer100",0,0,507,487,20,0
"515",51,4,321,0,152,0,"ZH_GaLL2","ZH","Buffer100",0,0,528,51,477,0
"516",62,0,349,0,69,0,"ZH_GaLL3","ZH","Buffer100",0,0,480,62,418,0
"517",109,2,323,0,105,0,"ZH_GaLH1","ZH","Buffer100",0,0,539,109,430,0
"518",215,2,215,0,31,0,"ZH_GaLH2","ZH","Buffer100",0,0,463,215,248,0
"519",377,0,74,0,3,0,"ZH_GaHL1","ZH","Buffer100",0,0,454,377,77,0
"520",362,0,68,0,14,0,"ZH_GaHL2","ZH","Buffer100",0,0,444,362,82,0
"521",183,1,235,0,76,0,"ZH_GaHL3","ZH","Buffer100",0,0,495,183,312,0
"522",317,0,136,0,30,0,"ZH_GaHH1","ZH","Buffer100",0,0,483,317,166,0
"523",265,0,95,0,78,0,"ZH_GaHH2","ZH","Buffer100",0,0,438,265,173,0
"524",265,10,16,1,76,5,"ZH_GaHH3","ZH","Buffer100",60,0,433,270,103,60
"525",357,8,550,1,418,0,"ZH_PaLH2","ZH","Buffer100",0,0,1334,357,977,0
"526",418,0,241,0,86,0,"ZH_EsLH2","ZH","Buffer100",0,0,745,418,327,0
"527",52,6,71,0,283,0,"ZH_AlLL1","ZH","Buffer100",0,0,412,52,360,0
"528",24,14,191,0,178,0,"ZH_AlLL2","ZH","Buffer100",0,0,407,24,383,0
"529",2,4,261,0,145,0,"ZH_AlLL3","ZH","Buffer100",0,0,412,2,410,0
"530",73,66,29,0,236,1,"ZH_AlLH1","ZH","Buffer100",0,0,405,74,331,0
"531",25,55,26,7,297,0,"ZH_AlLH2","ZH","Buffer100",0,0,410,25,385,0
"532",45,21,122,0,221,0,"ZH_AlLH3","ZH","Buffer100",0,0,409,45,364,0
"533",18,30,4,3,351,1,"ZH_AlHL1","ZH","Buffer100",0,0,407,19,388,0
"534",153,2,80,0,122,0,"ZH_AlHL2","ZH","Buffer100",53,0,410,153,204,53
"535",50,23,23,2,315,0,"ZH_AlHL3","ZH","Buffer100",0,0,413,50,363,0
"536",158,4,87,0,117,0,"ZH_AlHH1","ZH","Buffer100",53,0,419,158,208,53
"537",226,8,36,0,150,0,"ZH_AlHH2","ZH","Buffer100",0,0,420,226,194,0
"538",161,4,83,0,116,0,"ZH_AlHH3","ZH","Buffer100",50,0,414,161,203,50
"539",344,1,95,0,0,0,"ZH_GaLH3","ZH","Buffer100",0,0,440,344,96,0
"540",110,28,116,0,182,0,"Zh_GaLL1","ZH","Buffer100",0,0,436,110,326,0
"541",2157,5,196,0,79,0,"ZH_PaHL3","ZH","Buffer200",0,0,2437,2157,280,0
"542",2394,6,199,0,116,0,"ZH_PaHL1","ZH","Buffer200",0,0,2715,2394,321,0
"543",867,141,791,3,1049,2,"ZH_PaLL1","ZH","Buffer200",0,0,2853,869,1984,0
"544",2356,14,27,0,79,3,"ZH_PaHH2","ZH","Buffer200",0,0,2479,2359,120,0
"545",1507,9,108,0,29,0,"ZH_PaHL2","ZH","Buffer200",2,0,1655,1507,146,2
"546",1025,3,400,1,398,0,"ZH_PaLL2","ZH","Buffer200",0,0,1827,1025,802,0
"547",2076,8,423,0,107,0,"ZH_PaHH1","ZH","Buffer200",9,0,2623,2076,538,9
"548",1423,9,718,0,151,0,"ZH_PaLH1","ZH","Buffer200",0,0,2301,1423,878,0
"549",1827,27,28,0,187,0,"ZH_PaHH3","ZH","Buffer200",0,0,2069,1827,242,0
"550",1453,34,826,0,990,0,"ZH_PaLL3","ZH","Buffer200",0,0,3303,1453,1850,0
"551",1994,46,696,1,346,2,"ZH_PaLH3","ZH","Buffer200",1,0,3086,1996,1089,1
"552",1932,142,908,0,1184,5,"ZH_EsHL1","ZH","Buffer200",139,0,4310,1937,2234,139
"553",2071,4,108,0,106,0,"ZH_EsHH1","ZH","Buffer200",0,0,2289,2071,218,0
"554",1580,207,317,0,767,2,"ZH_EsHL2","ZH","Buffer200",0,0,2873,1582,1291,0
"555",540,37,845,3,647,1,"ZH_EsLH1","ZH","Buffer200",0,0,2073,541,1532,0
"556",1196,160,809,3,1696,3,"ZH_EsLH3","ZH","Buffer200",0,0,3867,1199,2668,0
"557",1860,30,288,0,228,3,"ZH_EsHH2","ZH","Buffer200",0,0,2409,1863,546,0
"558",870,85,666,0,677,0,"ZH_EsLL3","ZH","Buffer200",0,0,2298,870,1428,0
"559",700,51,1237,0,597,2,"ZH_EsLL2","ZH","Buffer200",7,0,2594,702,1885,7
"560",1097,87,571,0,623,2,"ZH_EsLL1","ZH","Buffer200",1,0,2381,1099,1281,1
"561",1305,1,486,1,107,2,"ZH_EsHH3","ZH","Buffer200",0,0,1902,1307,595,0
"562",959,19,539,0,282,0,"Zh_RuLx3","ZH","Buffer200",268,0,2067,959,840,268
"563",772,2,508,0,152,0,"ZH_RuHx4","ZH","Buffer200",8,0,1442,772,662,8
"564",1222,56,568,2,562,5,"Zh_RuLx4","ZH","Buffer200",4,0,2419,1227,1188,4
"565",1337,21,214,0,93,0,"ZH_RuLx2","ZH","Buffer200",0,0,1665,1337,328,0
"566",1560,5,22,0,70,0,"ZH_RuHx6","ZH","Buffer200",0,0,1657,1560,97,0
"567",549,40,344,0,599,0,"ZH_RuLx6","ZH","Buffer200",215,0,1747,549,983,215
"568",2004,263,577,0,995,22,"ZH_RuHx1","ZH","Buffer200",22,0,3883,2026,1835,22
"569",1153,3,217,0,64,0,"ZH_RuLx1","ZH","Buffer200",0,0,1437,1153,284,0
"570",652,44,672,15,244,0,"ZH_RuLx4","ZH","Buffer200",1,0,1628,652,975,1
"571",1735,2,65,0,34,0,"ZH_RuHx2","ZH","Buffer200",0,0,1836,1735,101,0
"572",1349,20,91,0,263,0,"ZH_RuHx3","ZH","Buffer200",0,0,1723,1349,374,0
"573",1666,89,162,0,336,7,"ZH_RuHx5","ZH","Buffer200",0,0,2260,1673,587,0
"574",1573,1,37,0,10,0,"ZH_EsHL3","ZH","Buffer200",4,0,1625,1573,48,4
"575",163,17,1063,0,424,0,"ZH_GaLL2","ZH","Buffer200",0,0,1667,163,1504,0
