"","1","2","3","4","5","6","ID","city","buffer","7","8","total","grey","green","blue"
"576",332,9,1015,2,223,1,"ZH_GaLL3","ZH","Buffer200",0,0,1582,333,1249,0
"577",289,20,1108,1,269,0,"ZH_GaLH1","ZH","Buffer200",0,0,1687,289,1398,0
"578",809,6,643,0,93,0,"ZH_GaLH2","ZH","Buffer200",0,0,1551,809,742,0
"579",1143,3,313,0,71,0,"ZH_GaHL1","ZH","Buffer200",0,0,1530,1143,387,0
"580",1200,4,244,0,65,0,"ZH_GaHL2","ZH","Buffer200",0,0,1513,1200,313,0
"581",608,5,775,0,217,0,"ZH_GaHL3","ZH","Buffer200",0,0,1605,608,997,0
"582",1181,4,281,0,117,0,"ZH_GaHH1","ZH","Buffer200",0,0,1583,1181,402,0
"583",940,8,288,0,258,4,"ZH_GaHH2","ZH","Buffer200",1,0,1499,944,554,1
"584",1094,16,88,1,147,6,"ZH_GaHH3","ZH","Buffer200",136,0,1488,1100,252,136
"585",945,20,1457,2,638,0,"ZH_PaLH2","ZH","Buffer200",0,0,3062,945,2117,0
"586",1108,5,632,0,292,0,"ZH_EsLH2","ZH","Buffer200",0,0,2037,1108,929,0
"587",471,21,274,0,682,0,"ZH_AlLL1","ZH","Buffer200",0,0,1448,471,977,0
"588",177,19,857,1,385,0,"ZH_AlLL2","ZH","Buffer200",0,0,1439,177,1262,0
"589",327,15,668,1,437,0,"ZH_AlLL3","ZH","Buffer200",0,0,1448,327,1121,0
"590",204,236,147,1,853,1,"ZH_AlLH1","ZH","Buffer200",0,0,1442,205,1237,0
"591",123,143,177,20,982,0,"ZH_AlLH2","ZH","Buffer200",0,0,1445,123,1322,0
"592",220,46,430,1,745,0,"ZH_AlLH3","ZH","Buffer200",0,0,1442,220,1222,0
"593",229,116,85,7,1004,2,"ZH_AlHL1","ZH","Buffer200",0,0,1443,231,1212,0
"594",778,13,281,0,286,0,"ZH_AlHL2","ZH","Buffer200",88,0,1446,778,580,88
"595",217,96,159,7,969,3,"ZH_AlHL3","ZH","Buffer200",0,0,1451,220,1231,0
"596",831,12,257,0,261,0,"ZH_AlHH1","ZH","Buffer200",93,0,1454,831,530,93
"597",890,12,223,0,346,0,"ZH_AlHH2","ZH","Buffer200",0,0,1471,890,581,0
"598",727,15,317,0,320,0,"ZH_AlHH3","ZH","Buffer200",71,0,1450,727,652,71
"599",1195,1,290,0,11,0,"ZH_GaLH3","ZH","Buffer200",0,0,1497,1195,302,0
"600",390,83,302,0,704,1,"Zh_GaLL1","ZH","Buffer200",1,0,1481,391,1089,1
"601",6483,17,548,0,177,0,"ZH_PaHL3","ZH","Buffer400",0,0,7225,6483,742,0
"602",7215,8,308,0,166,0,"ZH_PaHL1","ZH","Buffer400",5,0,7702,7215,482,5
"603",2213,357,2312,4,1955,9,"ZH_PaLL1","ZH","Buffer400",1169,0,8019,2222,4628,1169
"604",7065,18,116,0,114,3,"ZH_PaHH2","ZH","Buffer400",6,0,7322,7068,248,6
"605",4799,36,450,0,114,2,"ZH_PaHL2","ZH","Buffer400",397,1,5799,4801,601,397
"606",2734,32,1407,8,1902,0,"ZH_PaLL2","ZH","Buffer400",46,0,6129,2734,3349,46
"607",6399,12,918,0,196,1,"ZH_PaHH1","ZH","Buffer400",24,0,7550,6400,1126,24
"608",5219,59,1248,0,268,2,"ZH_PaLH1","ZH","Buffer400",203,0,6999,5221,1575,203
"609",5900,32,342,1,277,2,"ZH_PaHH3","ZH","Buffer400",18,0,6572,5902,652,18
"610",4590,135,1826,9,2168,0,"ZH_PaLL3","ZH","Buffer400",0,0,8728,4590,4138,0
"611",5775,124,1673,1,787,6,"ZH_PaLH3","ZH","Buffer400",2,0,8368,5781,2585,2
"612",5070,318,2108,0,2532,13,"ZH_EsHL1","ZH","Buffer400",410,0,10451,5083,4958,410
"613",6224,23,480,0,263,0,"ZH_EsHH1","ZH","Buffer400",0,0,6990,6224,766,0
"614",4201,1351,594,0,1832,9,"ZH_EsHL2","ZH","Buffer400",14,0,8001,4210,3777,14
"615",1560,378,3096,6,1537,2,"ZH_EsLH1","ZH","Buffer400",0,0,6579,1562,5017,0
"616",2898,242,3625,5,2845,3,"ZH_EsLH3","ZH","Buffer400",0,0,9618,2901,6717,0
"617",5141,60,1015,2,972,3,"ZH_EsHH2","ZH","Buffer400",0,0,7193,5144,2049,0
"618",2140,502,1987,10,2334,3,"ZH_EsLL3","ZH","Buffer400",0,0,6976,2143,4833,0
"619",2026,346,3028,0,2152,3,"ZH_EsLL2","ZH","Buffer400",7,0,7562,2029,5526,7
"620",2458,289,2253,10,2068,46,"ZH_EsLL1","ZH","Buffer400",3,0,7127,2504,4620,3
"621",4349,9,1465,4,449,3,"ZH_EsHH3","ZH","Buffer400",0,0,6279,4352,1927,0
"622",4432,32,1276,0,430,0,"Zh_RuLx3","ZH","Buffer400",422,0,6592,4432,1738,422
"623",3529,71,1231,1,542,4,"ZH_RuHx4","ZH","Buffer400",12,0,5390,3533,1845,12
"624",3318,124,2056,6,1748,10,"Zh_RuLx4","ZH","Buffer400",5,0,7267,3328,3934,5
"625",4428,48,833,0,249,3,"ZH_RuLx2","ZH","Buffer400",269,1,5831,4431,1131,269
"626",5257,26,118,0,417,2,"ZH_RuHx6","ZH","Buffer400",1,0,5821,5259,561,1
"627",2313,99,1278,2,1923,3,"ZH_RuLx6","ZH","Buffer400",369,0,5987,2316,3302,369
"628",6204,409,1100,0,2098,46,"ZH_RuHx1","ZH","Buffer400",221,1,10079,6250,3608,221
"629",3803,19,884,1,606,2,"ZH_RuLx1","ZH","Buffer400",73,0,5388,3805,1510,73
"630",2405,165,1849,22,1256,14,"ZH_RuLx4","ZH","Buffer400",47,0,5758,2419,3292,47
"631",5002,30,490,0,625,0,"ZH_RuHx2","ZH","Buffer400",2,0,6149,5002,1145,2
"632",4211,64,679,5,971,1,"ZH_RuHx3","ZH","Buffer400",0,0,5931,4212,1719,0
"633",4936,190,738,1,1061,8,"ZH_RuHx5","ZH","Buffer400",0,0,6934,4944,1990,0
"634",3977,39,665,0,223,0,"ZH_EsHL3","ZH","Buffer400",857,0,5761,3977,927,857
"635",955,193,3420,0,1256,0,"ZH_GaLL2","ZH","Buffer400",0,0,5824,955,4869,0
"636",1474,23,3045,5,1094,1,"ZH_GaLL3","ZH","Buffer400",5,0,5647,1475,4167,5
"637",1160,79,3700,4,923,0,"ZH_GaLH1","ZH","Buffer400",0,0,5866,1160,4706,0
"638",2232,42,2638,4,695,1,"ZH_GaLH2","ZH","Buffer400",0,0,5612,2233,3379,0
"639",3871,7,1500,0,185,0,"ZH_GaHL1","ZH","Buffer400",0,0,5563,3871,1692,0
"640",4092,34,734,4,677,2,"ZH_GaHL2","ZH","Buffer400",0,0,5543,4094,1449,0
"641",2842,18,2261,6,585,0,"ZH_GaHL3","ZH","Buffer400",0,0,5712,2842,2870,0
"642",4155,28,795,4,686,2,"ZH_GaHH1","ZH","Buffer400",0,0,5670,4157,1513,0
"643",3905,58,826,0,665,11,"ZH_GaHH2","ZH","Buffer400",44,0,5509,3916,1549,44
"644",4136,26,629,1,477,6,"ZH_GaHH3","ZH","Buffer400",221,0,5496,4142,1133,221
"645",2922,36,4307,4,1097,0,"ZH_PaLH2","ZH","Buffer400",0,0,8366,2922,5444,0
"646",3402,69,1770,1,1257,1,"ZH_EsLH2","ZH","Buffer400",0,0,6500,3403,3097,0
"647",2609,108,1152,1,1546,0,"ZH_AlLL1","ZH","Buffer400",0,0,5416,2609,2807,0
"648",642,42,3388,2,1323,0,"ZH_AlLL2","ZH","Buffer400",0,0,5397,642,4755,0
"649",1804,60,2285,2,1253,0,"ZH_AlLL3","ZH","Buffer400",0,0,5404,1804,3600,0
"650",913,582,1650,5,2233,6,"ZH_AlLH1","ZH","Buffer400",0,0,5389,919,4470,0
"651",1037,275,1111,56,2933,3,"ZH_AlLH2","ZH","Buffer400",0,0,5415,1040,4375,0
"652",828,200,1698,10,2654,3,"ZH_AlLH3","ZH","Buffer400",0,0,5393,831,4562,0
"653",1956,267,641,8,2493,18,"ZH_AlHL1","ZH","Buffer400",3,1,5387,1974,3410,3
"654",3466,31,833,1,872,3,"ZH_AlHL2","ZH","Buffer400",201,0,5407,3469,1737,201
"655",1941,255,508,8,2682,12,"ZH_AlHL3","ZH","Buffer400",3,1,5410,1953,3454,3
"656",3549,31,806,1,833,4,"ZH_AlHH1","ZH","Buffer400",205,0,5429,3553,1671,205
"657",3727,26,938,0,741,22,"ZH_AlHH2","ZH","Buffer400",0,0,5454,3749,1705,0
"658",3331,28,878,0,957,0,"ZH_AlHH3","ZH","Buffer400",195,0,5389,3331,1863,195
"659",4197,8,1190,0,114,0,"ZH_GaLH3","ZH","Buffer400",0,0,5509,4197,1312,0
"660",1587,214,1864,1,1815,2,"Zh_GaLL1","ZH","Buffer400",6,0,5489,1589,3894,6
"661",380,6,146,0,93,0,"ZH_PaHL1","ZH","Buffer50",0,0,625,380,245,0
"662",215,40,138,1,234,0,"ZH_PaLL1","ZH","Buffer50",0,0,628,215,413,0
"663",423,14,21,0,43,3,"ZH_PaHH2","ZH","Buffer50",0,0,504,426,78,0
"664",168,0,24,0,0,0,"ZH_PaHL2","ZH","Buffer50",0,0,192,168,24,0
"665",154,0,41,0,57,0,"ZH_PaLL2","ZH","Buffer50",0,0,252,154,98,0
"666",322,3,230,0,23,0,"ZH_PaHH1","ZH","Buffer50",0,0,578,322,256,0
"667",192,1,187,0,43,0,"ZH_PaLH1","ZH","Buffer50",0,0,423,192,231,0
"668",278,0,8,0,55,0,"ZH_PaHH3","ZH","Buffer50",0,0,341,278,63,0
"669",239,19,292,0,210,2,"ZH_PaLH3","ZH","Buffer50",0,0,762,241,521,0
"670",581,58,235,0,449,0,"ZH_EsHL1","ZH","Buffer50",0,0,1323,581,742,0
"671",344,0,23,0,56,0,"ZH_EsHH1","ZH","Buffer50",0,0,423,344,79,0
"672",378,64,60,0,170,2,"ZH_EsHL2","ZH","Buffer50",0,0,674,380,294,0
"673",78,15,126,1,118,0,"ZH_EsLH1","ZH","Buffer50",0,0,338,78,260,0
"674",330,15,76,0,49,0,"ZH_EsHH2","ZH","Buffer50",0,0,470,330,140,0
"675",325,3,75,0,36,0,"ZH_EsLL3","ZH","Buffer50",0,0,439,325,114,0
"676",299,6,89,0,81,0,"ZH_EsLL1","ZH","Buffer50",1,0,476,299,176,1
"677",224,0,32,0,14,0,"ZH_EsHH3","ZH","Buffer50",0,0,270,224,46,0
"678",93,10,120,0,56,0,"Zh_RuLx3","ZH","Buffer50",44,0,323,93,186,44
"679",50,0,65,0,10,0,"ZH_RuHx4","ZH","Buffer50",0,0,125,50,75,0
"680",185,5,102,1,140,0,"Zh_RuLx4","ZH","Buffer50",0,0,433,185,248,0
"681",121,0,44,0,25,0,"ZH_RuLx2","ZH","Buffer50",0,0,190,121,69,0
"682",181,2,0,0,6,0,"ZH_RuHx6","ZH","Buffer50",0,0,189,181,8,0
"683",76,14,33,0,55,0,"ZH_RuLx6","ZH","Buffer50",38,0,216,76,102,38
"684",77,2,40,0,8,0,"ZH_RuLx1","ZH","Buffer50",0,0,127,77,50,0
"685",105,4,51,1,21,0,"ZH_RuLx4","ZH","Buffer50",0,0,182,105,77,0
"686",248,1,0,0,12,0,"ZH_RuHx2","ZH","Buffer50",0,0,261,248,13,0
"687",149,2,18,0,48,0,"ZH_RuHx3","ZH","Buffer50",0,0,217,149,68,0
"688",322,32,1,0,37,4,"ZH_RuHx5","ZH","Buffer50",0,0,396,326,70,0
"689",176,0,0,0,8,0,"ZH_EsHL3","ZH","Buffer50",0,0,184,176,8,0
"690",24,4,118,0,50,0,"ZH_GaLL2","ZH","Buffer50",0,0,196,24,172,0
"691",32,0,103,0,31,0,"ZH_GaLL3","ZH","Buffer50",0,0,166,32,134,0
"692",40,0,116,0,48,0,"ZH_GaLH1","ZH","Buffer50",0,0,204,40,164,0
"693",55,0,96,0,5,0,"ZH_GaLH2","ZH","Buffer50",0,0,156,55,101,0
"694",130,0,23,0,1,0,"ZH_GaHL1","ZH","Buffer50",0,0,154,130,24,0
"695",133,0,10,0,4,0,"ZH_GaHL2","ZH","Buffer50",0,0,147,133,14,0
"696",58,1,100,0,17,0,"ZH_GaHL3","ZH","Buffer50",0,0,176,58,118,0
"697",112,0,51,0,7,0,"ZH_GaHH1","ZH","Buffer50",0,0,170,112,58,0
"698",100,0,21,0,23,0,"ZH_GaHH2","ZH","Buffer50",0,0,144,100,44,0
"699",101,3,0,0,31,4,"ZH_GaHH3","ZH","Buffer50",0,0,139,105,34,0
"700",157,6,228,0,303,0,"ZH_PaLH2","ZH","Buffer50",0,0,694,157,537,0
"701",179,0,119,0,36,0,"ZH_EsLH2","ZH","Buffer50",0,0,334,179,155,0
"702",10,0,17,0,100,0,"ZH_AlLL1","ZH","Buffer50",0,0,127,10,117,0
"703",3,7,35,0,82,0,"ZH_AlLL2","ZH","Buffer50",0,0,127,3,124,0
"704",0,1,71,0,58,0,"ZH_AlLL3","ZH","Buffer50",0,0,130,0,130,0
"705",58,1,2,0,64,0,"ZH_AlLH1","ZH","Buffer50",0,0,125,58,67,0
"706",3,22,0,2,100,0,"ZH_AlLH2","ZH","Buffer50",0,0,127,3,124,0
"707",5,10,36,0,77,0,"ZH_AlLH3","ZH","Buffer50",0,0,128,5,123,0
"708",1,12,0,1,114,0,"ZH_AlHL1","ZH","Buffer50",0,0,128,1,127,0
"709",23,2,9,0,72,0,"ZH_AlHL2","ZH","Buffer50",22,0,128,23,83,22
"710",2,6,4,1,117,0,"ZH_AlHL3","ZH","Buffer50",0,0,130,2,128,0
"711",7,2,21,0,69,0,"ZH_AlHH1","ZH","Buffer50",35,0,134,7,92,35
"712",51,5,4,0,72,0,"ZH_AlHH2","ZH","Buffer50",0,0,132,51,81,0
"713",40,1,21,0,47,0,"ZH_AlHH3","ZH","Buffer50",20,0,129,40,69,20
"714",109,1,35,0,0,0,"ZH_GaLH3","ZH","Buffer50",0,0,145,109,36,0
"715",37,2,49,0,54,0,"Zh_GaLL1","ZH","Buffer50",0,0,142,37,105,0
"716",319,4,100,0,72,0,"ZH_PaHL3","ZH","Buffer50",0,0,495,319,176,0
"717",193,5,363,0,319,0,"ZH_PaLL3","ZH","Buffer50",0,0,880,193,687,0
"718",350,48,257,3,535,3,"ZH_EsLH3","ZH","Buffer50",0,0,1196,353,843,0
"719",229,7,137,0,142,1,"ZH_EsLL2","ZH","Buffer50",6,0,522,230,286,6
"720",426,149,124,0,188,3,"ZH_RuHx1","ZH","Buffer50",2,0,892,429,461,2
